Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
C111713,00030,JUMBO BLUE BUNTING,3,2010-01-20 10:23:03,3.31,11446,United Kingdom
C111713,00165,FABRIC  DECORATION,1,2010-01-20 10:23:03,1.65,11446,United Kingdom
C112590,00006,METAL RED CANDLE,3,2010-01-20 10:38:12,8.36,10623,United Kingdom
C116404,00105,PAPER  DECORATION,1,2010-01-20 10:41:35,1.64,10281,Switzerland
C116404,V0314,RETRO PINK DECORATION,1,2010-01-20 10:41:35,16.89,10281,Switzerland
C116404,T0002,METAL WHITE BUNTING,1,2010-01-20 10:41:35,11.03,10281,Switzerland
C116404,T0061,METAL BLUE CANDLE,1,2010-01-20 10:41:35,1.02,10281,Switzerland
C119174,A0286,GLASS  HEART,1,2010-01-20 10:47:19,5.87,10925,Spain
C114539,00102,GLASS WHITE BUNTING,3,2010-01-20 11:01:23,0.36,11835,United Kingdom
C114539,T0277,METAL GREEN LANTERN,1,2010-01-20 11:01:23,1.52,11835,United Kingdom
C108465,S0067,WOODEN  FRAME,1,2010-01-20 11:25:26,1.83,10763,United Kingdom
C108465,00063,FABRIC  HEART,2,2010-01-20 11:25:26,1.22,10763,United Kingdom
C120167,P0454,CERAMIC GREEN BUNTING,2,2010-01-20 11:31:43,31.53,10782,United Kingdom
C110443,X0337,CERAMIC PINK HEART,1,2010-01-20 11:34:55,3.87,10435,United Kingdom
C110451,Q0436,PAPER IVORY LANTERN,1,2010-01-20 11:44:35,3.49,11177,United Kingdom
C110451,C0451,PAPER PINK FRAME,3,2010-01-20 11:44:35,4.18,11177,United Kingdom
C110451,00336,RETRO WHITE HOLDER,1,2010-01-20 11:44:35,1.91,11177,United Kingdom
C101376,C0479,MINI GOLD BOX,3,2010-01-20 11:53:04,1.63,10871,United Kingdom
C115285,G0068,CERAMIC  BOX,3,2010-01-20 11:54:26,2.57,10157,United Kingdom
C116623,R0118,RETRO BLACK STORAGE,2,2010-01-20 12:02:24,4.7,10286,Switzerland
C106508,00177,JUMBO CREAM BOX,1,2010-01-20 12:02:47,3.31,11271,Portugal
C122687,Y0283,GLASS  DECORATION,1,2010-01-20 12:03:48,4.05,11283,Germany
C117247,P0199,WOODEN  BUNTING,1,2010-01-20 12:18:08,2.3,11847,France
C102190,00219,RETRO GOLD DECORATION,2,2010-01-20 12:24:26,2.43,11023,United Kingdom
C118256,W0364,PAPER  CANDLE,12,2010-01-20 12:28:42,2.47,10141,France
C118256,M0293,MINI  BOX,3,2010-01-20 12:28:42,6.89,10141,France
C104118,D0115,GLASS GOLD HOLDER,1,2010-01-20 12:33:10,6.7,10125,United Kingdom
C100229,Z0119,RETRO GREEN BOX,3,2010-01-20 12:46:31,3.41,11792,United Kingdom
C110267,G0260,METAL WHITE HOLDER,1,2010-01-20 13:16:45,23.85,10347,Switzerland
C102211,Q0244,RETRO CREAM HEART,3,2010-01-20 13:17:04,3.16,10165,Netherlands
C102211,H0106,METAL WHITE BOX,3,2010-01-20 13:17:04,16.07,10165,Netherlands
C102728,N0488,JUMBO BLUE LANTERN,4,2010-01-20 13:19:46,3.75,11563,United Kingdom
C113918,A0286,GLASS  HEART,6,2010-01-20 13:53:56,6.0,10394,United Kingdom
C113918,Q0338,WOODEN BLACK DECORATION,3,2010-01-20 13:53:56,2.12,10394,United Kingdom
C115644,00252,JUMBO GREEN STORAGE,2,2010-01-20 13:56:01,1.26,10940,United Kingdom
C115644,G0001,WOODEN RED BOX,1,2010-01-20 13:56:01,8.75,10940,United Kingdom
C111925,O0097,MINI BLUE LANTERN,1,2010-01-20 14:02:42,2.58,11986,United Kingdom
C109616,A0464,CERAMIC BLACK SIGN,2,2010-01-20 14:03:09,15.5,11365,United Kingdom
C121721,B0329,RETRO GOLD HOLDER,2,2010-01-20 14:53:21,8.62,10402,United Kingdom
C115125,Y0289,METAL WHITE FRAME,1,2010-01-20 14:59:14,1.99,10971,United Kingdom
C115125,K0016,MINI CREAM BOX,3,2010-01-20 14:59:14,4.33,10971,United Kingdom
C115125,Z0236,VINTAGE BLACK BOX,1,2010-01-20 14:59:14,1.2,10971,United Kingdom
C115125,J0238,PAPER PINK DECORATION,1,2010-01-20 14:59:14,3.98,10971,United Kingdom
C111787,E0373,METAL GOLD LANTERN,3,2010-01-20 14:59:54,1.69,11255,Australia
C117356,L0442,JUMBO  FRAME,3,2010-01-20 15:01:47,8.95,10181,United Kingdom
C117356,00345,WOODEN GREEN SIGN,4,2010-01-20 15:01:47,3.1,10181,United Kingdom
C117356,U0070,VINTAGE GOLD STORAGE,12,2010-01-20 15:01:47,2.42,10181,United Kingdom
C111790,00111,JUMBO WHITE CANDLE,1,2010-01-20 15:04:21,1.47,11894,Germany
C111790,A0385,RETRO GOLD BUNTING,2,2010-01-20 15:04:21,2.25,11894,Germany
C111790,00093,VINTAGE SILVER STORAGE,4,2010-01-20 15:04:21,10.27,11894,Germany
C106278,T0404,JUMBO CREAM CANDLE,2,2010-01-20 15:09:19,12.01,11043,United Kingdom
C110507,H0472,MINI BLACK CANDLE,1,2010-01-20 15:25:11,3.84,11444,Germany
C110507,M0268,PAPER GREEN BOX,3,2010-01-20 15:25:11,10.11,11444,Germany
C109731,00447,JUMBO BLUE HEART,3,2010-01-20 15:25:23,1.59,11275,United Kingdom
C114696,00408,CERAMIC GOLD STORAGE,1,2010-01-20 15:33:08,0.97,11865,United Kingdom
C114696,Z0226,VINTAGE  BUNTING,1,2010-01-20 15:33:08,6.14,11865,United Kingdom
C114829,00477,RETRO GOLD HEART,2,2010-01-20 16:13:47,4.75,11816,Germany
C123309,Y0433,MINI WHITE HOLDER,1,2010-01-20 16:22:08,5.57,11755,Belgium
C118361,00417,VINTAGE GREEN LANTERN,1,2010-01-20 16:31:42,8.5,11194,United Kingdom
C118361,00306,VINTAGE SILVER FRAME,2,2010-01-20 16:31:42,7.46,11194,United Kingdom
C113491,W0250,CERAMIC  SIGN,1,2010-01-20 16:34:58,8.24,10843,Portugal
C110523,F0299,JUMBO GREEN CANDLE,1,2010-01-20 17:33:57,1.78,10985,Germany
C106345,D0247,JUMBO  LANTERN,3,2010-01-20 17:52:29,4.19,11403,Germany
C106345,A0197,VINTAGE BLACK DECORATION,3,2010-01-20 17:52:29,3.39,11403,Germany
C106345,O0097,MINI BLUE LANTERN,4,2010-01-20 17:52:29,2.55,11403,Germany
C106345,00369,GLASS CREAM HEART,2,2010-01-20 17:52:29,2.16,11403,Germany
C105915,U0020,VINTAGE CREAM DECORATION,2,2010-01-20 17:54:14,7.7,10274,United Kingdom
C105915,K0416,MINI PINK STORAGE,4,2010-01-20 17:54:14,5.15,10274,United Kingdom
C105915,00330,METAL CREAM STORAGE,4,2010-01-20 17:54:14,4.36,10274,United Kingdom
C105915,R0487,PAPER CREAM BOX,6,2010-01-20 17:54:14,4.46,10274,United Kingdom
C106172,W0422,WOODEN PINK HEART,1,2010-01-20 18:11:10,7.2,10899,Netherlands
C121890,L0274,CERAMIC RED HEART,1,2010-01-20 18:15:57,14.7,11525,United Kingdom
C112050,00474,FABRIC BLUE SIGN,1,2010-01-20 18:38:36,1.95,11815,Spain
C105555,00477,RETRO GOLD HEART,12,2010-01-20 18:44:05,4.61,10134,United Kingdom
C105555,A0464,CERAMIC BLACK SIGN,4,2010-01-20 18:44:05,16.51,10134,United Kingdom
C116610,00111,JUMBO WHITE CANDLE,2,2010-01-20 18:45:16,1.41,11786,United Kingdom
C102350,U0139,JUMBO IVORY BOX,1,2010-01-20 18:52:03,7.2,10478,United Kingdom
C113940,N0229,WOODEN GREEN CANDLE,3,2010-01-20 18:52:42,2.69,10430,United Kingdom
C115612,T0061,METAL BLUE CANDLE,2,2010-01-20 18:57:21,0.96,10765,United Kingdom
C106885,C0179,CERAMIC  CANDLE,1,2010-01-20 19:21:25,2.84,11643,United Kingdom
C106885,00117,VINTAGE BLUE STORAGE,1,2010-01-20 19:21:25,2.79,11643,United Kingdom
C106885,N0127,METAL  BUNTING,2,2010-01-20 19:21:25,7.21,11643,United Kingdom
C106885,00135,FABRIC BLUE DECORATION,12,2010-01-20 19:21:25,2.51,11643,United Kingdom
C122236,A0305,MINI  BUNTING,12,2010-01-20 19:35:15,3.6,10948,United Kingdom
C116592,B0353,JUMBO BLUE HEART,3,2010-01-20 20:01:28,2.22,10246,Spain
C108233,G0185,METAL IVORY BOX,1,2010-01-20 20:48:20,5.5,11760,Portugal
C106515,00390,JUMBO GOLD FRAME,1,2010-01-20 21:05:04,4.76,10009,United Kingdom
C102599,O0313,METAL  CANDLE,6,2010-01-20 21:20:00,13.93,11358,United Kingdom
C118425,00357,MINI BLACK HOLDER,1,2010-01-20 21:43:20,2.05,10226,United Kingdom
C101464,H0476,CERAMIC  BOX,1,2010-01-20 21:58:19,8.73,11373,United Kingdom
C114048,Z0397,JUMBO  HEART,1,2010-01-20 23:01:46,3.13,10927,United Kingdom
C111820,Z0043,WOODEN  HOLDER,3,2010-01-20 23:21:18,9.98,10069,Spain
C121270,00189,GLASS  STORAGE,1,2010-01-20 23:28:12,3.67,11918,United Kingdom
C119360,00285,VINTAGE  HOLDER,4,2010-01-21 00:19:12,7.9,11715,United Kingdom
C114333,D0125,METAL RED FRAME,1,2010-01-21 00:49:59,0.91,11772,Belgium
C114333,V0028,PAPER BLACK DECORATION,2,2010-01-21 00:49:59,2.41,11772,Belgium
C114333,00405,GLASS BLUE LANTERN,1,2010-01-21 00:49:59,3.11,11772,Belgium
C114333,00162,FABRIC SILVER BUNTING,1,2010-01-21 00:49:59,2.24,11772,Belgium
C107697,U0029,MINI  BUNTING,1,2010-01-21 01:06:07,1.34,11713,United Kingdom
C107697,B0341,JUMBO CREAM HEART,12,2010-01-21 01:06:07,20.27,11713,United Kingdom
C107697,W0200,WOODEN GOLD FRAME,1,2010-01-21 01:06:07,6.73,11713,United Kingdom
C107697,X0460,VINTAGE RED STORAGE,1,2010-01-21 01:06:07,2.35,11713,United Kingdom
C115169,00171,PAPER  HEART,1,2010-01-21 01:11:47,2.09,10626,United Kingdom
C116798,A0166,MINI SILVER DECORATION,1,2010-01-21 01:15:53,11.1,10730,United Kingdom
C106944,A0415,CERAMIC BLUE BOX,1,2010-01-21 01:43:45,0.76,10754,Netherlands
C106944,00441,RETRO PINK BOX,4,2010-01-21 01:43:45,2.05,10754,Netherlands
C106944,Z0280,METAL  LANTERN,2,2010-01-21 01:43:45,5.85,10754,Netherlands
C106944,J0238,PAPER PINK DECORATION,1,2010-01-21 01:43:45,3.96,10754,Netherlands
C106944,S0352,FABRIC BLACK STORAGE,2,2010-01-21 01:43:45,3.56,10754,Netherlands
C119548,W0281,GLASS IVORY DECORATION,2,2010-01-21 03:04:24,4.19,10979,United Kingdom
C105296,M0293,MINI  BOX,2,2010-01-21 03:20:29,6.97,11573,United Kingdom
C105296,K0380,PAPER PINK SIGN,1,2010-01-21 03:20:29,8.66,11573,United Kingdom
C105296,00294,RETRO CREAM LANTERN,24,2010-01-21 03:20:29,2.9,11573,United Kingdom
C105296,Y0047,WOODEN RED FRAME,3,2010-01-21 03:20:29,6.78,11573,United Kingdom
C103682,V0116,PAPER  BOX,12,2010-01-21 03:58:21,5.39,11864,United Kingdom
C102218,00372,RETRO BLACK STORAGE,2,2010-01-21 04:10:49,4.2,11918,Germany
C102218,00027,PAPER SILVER BOX,1,2010-01-21 04:10:49,4.41,11918,Germany
C102218,Q0322,CERAMIC  BOX,2,2010-01-21 04:10:49,1.31,11918,Germany
C117365,O0053,FABRIC  STORAGE,2,2010-01-21 04:37:53,7.78,11830,United Kingdom
C117365,E0304,GLASS IVORY LANTERN,2,2010-01-21 04:37:53,3.92,11830,United Kingdom
C117365,J0184,VINTAGE GOLD CANDLE,2,2010-01-21 04:37:53,3.03,11830,United Kingdom
C117365,00498,VINTAGE  HEART,2,2010-01-21 04:37:53,5.07,11830,United Kingdom
C119532,T0277,METAL GREEN LANTERN,1,2010-01-21 05:46:46,1.47,10803,United Kingdom
C113220,A0349,METAL  HEART,1,2010-01-21 06:44:23,2.34,10276,Germany
C119512,Z0085,JUMBO GOLD HOLDER,2,2010-01-21 07:49:54,3.56,10841,United Kingdom
C119512,G0410,JUMBO PINK HEART,1,2010-01-21 07:49:54,4.73,10841,United Kingdom
C124147,00090,WOODEN IVORY DECORATION,2,2010-01-21 08:48:25,1.69,11171,Germany
C109672,E0205,PAPER BLACK BOX,3,2010-01-21 09:01:49,3.2,11556,France
C116407,Z0043,WOODEN  HOLDER,1,2010-01-21 09:12:15,10.33,10082,United Kingdom
C116407,A0223,JUMBO GOLD BOX,6,2010-01-21 09:12:15,3.07,10082,United Kingdom
C119280,00345,WOODEN GREEN SIGN,1,2010-01-21 09:27:57,3.14,10984,United Kingdom
C119280,W0361,JUMBO PINK HEART,1,2010-01-21 09:27:57,6.99,10984,United Kingdom
C119280,S0173,MINI  SIGN,1,2010-01-21 09:27:57,2.53,10984,United Kingdom
C120990,00423,GLASS BLACK HOLDER,1,2010-01-21 09:40:40,27.49,11913,United Kingdom
C110468,00126,RETRO  LANTERN,3,2010-01-21 09:44:16,3.97,11034,United Kingdom
C110468,T0478,WOODEN SILVER STORAGE,3,2010-01-21 09:44:16,1.68,11034,United Kingdom
C121374,I0163,JUMBO BLACK BOX,1,2010-01-21 09:58:29,22.97,11383,Australia
C121374,00282,FABRIC  LANTERN,1,2010-01-21 09:58:29,0.86,11383,Australia
C101743,M0259,GLASS  HOLDER,1,2010-01-21 10:08:04,4.86,10472,United Kingdom
C124055,J0238,PAPER PINK DECORATION,2,2010-01-21 10:30:22,4.07,10198,United Kingdom
C102274,00021,VINTAGE  BOX,1,2010-01-21 10:31:23,2.21,11719,Portugal
C116254,U0020,VINTAGE CREAM DECORATION,2,2010-01-21 10:46:59,7.09,11205,United Kingdom
C118354,I0154,METAL BLUE HEART,2,2010-01-21 11:04:22,12.36,10093,United Kingdom
C118354,I0406,CERAMIC CREAM BUNTING,2,2010-01-21 11:04:22,0.93,10093,United Kingdom
C118354,00453,FABRIC  CANDLE,2,2010-01-21 11:04:22,1.88,10093,United Kingdom
C118354,H0023,FABRIC  STORAGE,1,2010-01-21 11:04:22,6.69,10093,United Kingdom
C101880,00414,MINI  SIGN,2,2010-01-21 11:06:56,8.34,11335,United Kingdom
C106402,G0190,METAL SILVER BOX,3,2010-01-21 11:12:46,5.6,10880,United Kingdom
C106402,O0254,FABRIC PINK BUNTING,1,2010-01-21 11:12:46,5.78,10880,United Kingdom
C106402,R0074,RETRO PINK HEART,2,2010-01-21 11:12:46,24.81,10880,United Kingdom
C106402,00351,PAPER PINK HEART,2,2010-01-21 11:12:46,4.48,10880,United Kingdom
C119680,F0359,CERAMIC CREAM BUNTING,6,2010-01-21 11:24:14,8.57,10181,United Kingdom
C123295,00330,METAL CREAM STORAGE,1,2010-01-21 11:26:38,4.51,10824,United Kingdom
C120799,00078,GLASS CREAM LANTERN,1,2010-01-21 11:28:29,2.63,11408,United Kingdom
C120799,M0239,METAL PINK CANDLE,1,2010-01-21 11:28:29,12.44,11408,United Kingdom
C110370,00420,PAPER RED STORAGE,2,2010-01-21 11:29:11,5.64,11326,France
C124217,00234,WOODEN PINK STORAGE,1,2010-01-21 11:47:37,11.88,11983,United Kingdom
C124217,00306,VINTAGE SILVER FRAME,1,2010-01-21 11:47:37,7.33,11983,United Kingdom
C111317,K0365,RETRO  DECORATION,1,2010-01-21 11:53:31,1.05,11746,United Kingdom
C112316,I0497,METAL PINK HEART,1,2010-01-21 11:55:59,4.38,10725,Germany
C107892,00153,JUMBO  HEART,1,2010-01-21 11:57:35,8.98,10317,United Kingdom
C102574,00210,WOODEN WHITE FRAME,1,2010-01-21 12:11:09,4.61,10906,Australia
C106648,T0245,WOODEN  FRAME,3,2010-01-21 12:25:09,7.7,10735,United Kingdom
C106648,I0449,FABRIC SILVER FRAME,1,2010-01-21 12:25:09,15.11,10735,United Kingdom
C101194,00378,PAPER IVORY CANDLE,6,2010-01-21 12:29:14,10.42,10365,United Kingdom
C101194,J0113,VINTAGE BLACK FRAME,1,2010-01-21 12:29:14,4.43,10365,United Kingdom
C101194,Z0226,VINTAGE  BUNTING,1,2010-01-21 12:29:14,6.18,10365,United Kingdom
C107535,00021,VINTAGE  BOX,3,2010-01-21 12:29:57,2.23,11987,United Kingdom
C114060,Z0011,RETRO PINK HEART,1,2010-01-21 12:42:17,2.3,11212,United Kingdom
C114060,O0053,FABRIC  STORAGE,1,2010-01-21 12:42:17,7.41,11212,United Kingdom
C114060,00072,PAPER IVORY CANDLE,3,2010-01-21 12:42:17,4.79,11212,United Kingdom
C114060,C0457,PAPER BLUE BUNTING,1,2010-01-21 12:42:17,7.78,11212,United Kingdom
C114060,A0286,GLASS  HEART,3,2010-01-21 12:42:17,5.78,11212,United Kingdom
C122405,Z0226,VINTAGE  BUNTING,2,2010-01-21 12:53:38,5.63,11197,United Kingdom
C122405,00096,JUMBO GOLD HOLDER,2,2010-01-21 12:53:38,12.66,11197,United Kingdom
C106767,A0439,WOODEN  STORAGE,2,2010-01-21 12:57:58,6.2,10998,France
C106767,O0097,MINI BLUE LANTERN,1,2010-01-21 12:57:58,2.42,10998,France
C113569,00387,GLASS WHITE HEART,1,2010-01-21 12:58:26,3.64,11288,United Kingdom
C113569,B0122,FABRIC WHITE SIGN,4,2010-01-21 12:58:26,15.97,11288,United Kingdom
C109391,H0476,CERAMIC  BOX,6,2010-01-21 13:06:57,8.38,10400,United Kingdom
C123277,Q0175,VINTAGE GOLD SIGN,24,2010-01-21 13:15:41,3.95,11737,United Kingdom
C109898,00432,JUMBO GREEN HOLDER,2,2010-01-21 13:54:53,6.68,11833,Australia
C123993,K0005,METAL  SIGN,6,2010-01-21 13:59:49,6.32,11591,United Kingdom
C123993,Z0397,JUMBO  HEART,2,2010-01-21 13:59:49,3.2,11591,United Kingdom
C110618,00006,METAL RED CANDLE,4,2010-01-21 14:09:58,8.98,10752,Spain
C110224,V0211,METAL  BOX,1,2010-01-21 14:18:19,6.65,11394,United Kingdom
C110224,Q0340,MINI  BUNTING,1,2010-01-21 14:18:19,9.29,11394,United Kingdom
C112601,00192,GLASS  STORAGE,2,2010-01-21 14:26:43,8.7,11047,United Kingdom
C114099,X0337,CERAMIC PINK HEART,2,2010-01-21 14:52:37,3.93,10441,United Kingdom
C114099,A0286,GLASS  HEART,1,2010-01-21 14:52:37,5.8,10441,United Kingdom
C101681,B0341,JUMBO CREAM HEART,2,2010-01-21 15:04:01,20.03,11387,United Kingdom
C101681,E0373,METAL GOLD LANTERN,1,2010-01-21 15:04:01,1.67,11387,United Kingdom
C114286,K0469,FABRIC  STORAGE,2,2010-01-21 15:04:43,11.13,11757,United Kingdom
C114286,G0010,METAL  HOLDER,1,2010-01-21 15:04:43,2.2,11757,United Kingdom
C114286,U0355,PAPER GREEN SIGN,6,2010-01-21 15:04:43,7.81,11757,United Kingdom
C114286,Y0485,GLASS SILVER LANTERN,4,2010-01-21 15:04:43,3.58,11757,United Kingdom
C107524,U0020,VINTAGE CREAM DECORATION,1,2010-01-21 15:10:01,7.64,11875,United Kingdom
C107524,00063,FABRIC  HEART,1,2010-01-21 15:10:01,1.28,11875,United Kingdom
C111425,00399,METAL PINK DECORATION,1,2010-01-21 15:15:44,3.1,10051,Spain
C102768,J0113,VINTAGE BLACK FRAME,2,2010-01-21 15:30:22,4.69,10944,United Kingdom
C123416,00210,WOODEN WHITE FRAME,1,2010-01-21 15:35:40,4.43,10947,United Kingdom
C123434,E0334,VINTAGE SILVER STORAGE,2,2010-01-21 15:40:45,15.24,11056,United Kingdom
C123434,E0205,PAPER BLACK BOX,1,2010-01-21 15:40:45,3.16,11056,United Kingdom
C108817,N0229,WOODEN GREEN CANDLE,1,2010-01-21 15:40:55,2.74,10882,United Kingdom
C117069,00192,GLASS  STORAGE,1,2010-01-21 15:43:27,8.91,11228,Spain
C103810,C0206,FABRIC BLACK CANDLE,2,2010-01-21 15:49:56,5.59,10875,United Kingdom
C123342,00039,CERAMIC RED HOLDER,1,2010-01-21 16:07:18,1.86,11471,Germany
C123342,00291,JUMBO SILVER SIGN,1,2010-01-21 16:07:18,9.28,11471,Germany
C107019,A0349,METAL  HEART,1,2010-01-21 16:15:51,2.22,10299,United Kingdom
C119868,00225,WOODEN BLACK BOX,24,2010-01-21 16:24:34,5.27,11944,Germany
C117549,00072,PAPER IVORY CANDLE,24,2010-01-21 16:34:03,4.58,10727,United Kingdom
C113558,00390,JUMBO GOLD FRAME,1,2010-01-21 17:00:33,4.76,10755,Switzerland
C117179,L0356,GLASS  HOLDER,2,2010-01-21 17:15:46,6.61,10991,United Kingdom
C107443,D0115,GLASS GOLD HOLDER,4,2010-01-21 17:15:54,6.63,11110,Belgium
C123490,M0253,CERAMIC BLUE CANDLE,2,2010-01-21 17:23:12,11.98,11241,United Kingdom
C123490,Z0085,JUMBO GOLD HOLDER,1,2010-01-21 17:23:12,3.33,11241,United Kingdom
C116676,00393,MINI CREAM HEART,1,2010-01-21 17:28:06,5.54,10978,United Kingdom
C115106,P0431,PAPER  CANDLE,2,2010-01-21 18:18:49,2.9,11797,United Kingdom
C109974,C0391,VINTAGE  BOX,1,2010-01-21 18:29:26,4.09,11473,United Kingdom
C109974,X0460,VINTAGE RED STORAGE,6,2010-01-21 18:29:26,2.34,11473,United Kingdom
C109974,00312,METAL IVORY DECORATION,1,2010-01-21 18:29:26,1.36,11473,United Kingdom
C123121,B0265,RETRO  LANTERN,1,2010-01-21 18:31:03,12.75,10689,France
C120289,W0059,RETRO PINK SIGN,2,2010-01-21 18:52:24,4.57,11634,Spain
C120289,00261,METAL SILVER DECORATION,1,2010-01-21 18:52:24,19.14,11634,Spain
C120289,00060,JUMBO GOLD BOX,4,2010-01-21 18:52:24,28.07,11634,Spain
C120289,I0191,VINTAGE SILVER STORAGE,3,2010-01-21 18:52:24,15.15,11634,Spain
C120289,C0391,VINTAGE  BOX,2,2010-01-21 18:52:24,3.92,11634,Spain
C112074,00420,PAPER RED STORAGE,2,2010-01-21 18:57:15,6.1,10974,United Kingdom
C112074,G0010,METAL  HOLDER,2,2010-01-21 18:57:15,2.2,10974,United Kingdom
C120648,T0374,GLASS GREEN FRAME,1,2010-01-21 18:59:26,2.55,11088,Spain
C111785,C0457,PAPER BLUE BUNTING,3,2010-01-21 19:14:37,8.07,11665,United Kingdom
C111785,I0449,FABRIC SILVER FRAME,12,2010-01-21 19:14:37,15.1,11665,United Kingdom
C111785,C0398,RETRO IVORY CANDLE,1,2010-01-21 19:14:37,6.05,11665,United Kingdom
C111785,00198,WOODEN RED STORAGE,1,2010-01-21 19:14:37,5.9,11665,United Kingdom
C117022,M0268,PAPER GREEN BOX,4,2010-01-21 20:20:13,10.16,11842,Germany
C111433,00024,CERAMIC BLUE DECORATION,12,2010-01-21 20:49:45,3.75,11968,United Kingdom
C112848,00366,PAPER PINK DECORATION,24,2010-01-21 21:51:53,1.15,10093,United Kingdom
C112848,00489,WOODEN SILVER HOLDER,3,2010-01-21 21:51:53,7.52,10093,United Kingdom
C112848,G0230,MINI SILVER BUNTING,1,2010-01-21 21:51:53,2.21,10093,United Kingdom
C112848,00342,CERAMIC  HOLDER,1,2010-01-21 21:51:53,1.46,10093,United Kingdom
C112848,00129,RETRO SILVER BUNTING,1,2010-01-21 21:51:53,2.62,10093,United Kingdom
C104416,00102,GLASS WHITE BUNTING,3,2010-01-21 22:07:42,0.35,10263,United Kingdom
C105277,Y0290,PAPER RED DECORATION,1,2010-01-21 22:15:41,4.05,11375,United Kingdom
C123703,F0299,JUMBO GREEN CANDLE,1,2010-01-21 22:21:27,1.77,10086,United Kingdom
C123703,00090,WOODEN IVORY DECORATION,1,2010-01-21 22:21:27,1.58,10086,United Kingdom
C123703,R0143,MINI  BOX,2,2010-01-21 22:21:27,7.2,10086,United Kingdom
C107620,K0469,FABRIC  STORAGE,1,2010-01-21 22:26:17,10.28,10336,United Kingdom
C100271,00495,MINI RED BOX,1,2010-01-21 23:49:09,4.88,11645,United Kingdom
C100271,M0268,PAPER GREEN BOX,1,2010-01-21 23:49:09,10.08,11645,United Kingdom
C100271,00357,MINI BLACK HOLDER,1,2010-01-21 23:49:09,2.06,11645,United Kingdom
C100271,I0386,WOODEN CREAM HOLDER,1,2010-01-21 23:49:09,7.2,11645,United Kingdom
C101994,00183,PAPER BLUE LANTERN,2,2010-01-22 00:02:36,3.05,10906,United Kingdom
C111501,R0143,MINI  BOX,3,2010-01-22 00:12:35,7.49,10871,United Kingdom
C118744,G0298,VINTAGE IVORY CANDLE,1,2010-01-22 01:12:46,2.83,10004,Germany
C118744,A0287,GLASS  DECORATION,2,2010-01-22 01:12:46,2.05,10004,Germany
C118744,M0157,METAL RED FRAME,1,2010-01-22 01:12:46,3.64,10004,Germany
C118744,00177,JUMBO CREAM BOX,6,2010-01-22 01:12:46,3.5,10004,Germany
C118744,Y0419,METAL CREAM HOLDER,1,2010-01-22 01:12:46,11.74,10004,Germany
C121149,00150,VINTAGE BLACK CANDLE,2,2010-01-22 01:15:51,3.9,10210,Netherlands
C121149,W0361,JUMBO PINK HEART,1,2010-01-22 01:15:51,6.76,10210,Netherlands
C121149,T0434,FABRIC CREAM STORAGE,2,2010-01-22 01:15:51,10.21,10210,Netherlands
C121149,00294,RETRO CREAM LANTERN,1,2010-01-22 01:15:51,2.97,10210,Netherlands
C123051,A0181,FABRIC RED FRAME,1,2010-01-22 02:22:56,5.54,10715,France
C123051,G0185,METAL IVORY BOX,2,2010-01-22 02:22:56,5.59,10715,France
C123051,00132,METAL RED SIGN,2,2010-01-22 02:22:56,2.94,10715,France
C109900,L0275,GLASS  CANDLE,1,2010-01-22 02:44:57,4.85,10296,United Kingdom
C109900,X0371,RETRO GOLD CANDLE,4,2010-01-22 02:44:57,1.17,10296,United Kingdom
C109900,00192,GLASS  STORAGE,1,2010-01-22 02:44:57,9.24,10296,United Kingdom
C120943,00492,RETRO BLACK CANDLE,1,2010-01-22 03:00:20,3.63,10959,United Kingdom
C120943,D0499,METAL  LANTERN,4,2010-01-22 03:00:20,4.18,10959,United Kingdom
C120943,O0145,WOODEN IVORY CANDLE,3,2010-01-22 03:00:20,5.1,10959,United Kingdom
C120943,00441,RETRO PINK BOX,3,2010-01-22 03:00:20,2.21,10959,United Kingdom
C118619,B0341,JUMBO CREAM HEART,2,2010-01-22 03:29:10,20.54,11591,United Kingdom
C118619,00438,RETRO BLACK HEART,2,2010-01-22 03:29:10,3.02,11591,United Kingdom
C118619,X0460,VINTAGE RED STORAGE,3,2010-01-22 03:29:10,2.32,11591,United Kingdom
C116329,00282,FABRIC  LANTERN,3,2010-01-22 03:34:01,0.89,10762,United Kingdom
C122279,00066,FABRIC RED HEART,1,2010-01-22 03:42:58,4.58,10677,France
C122279,N0488,JUMBO BLUE LANTERN,1,2010-01-22 03:42:58,3.6,10677,France
C122279,S0352,FABRIC BLACK STORAGE,1,2010-01-22 03:42:58,3.84,10677,France
C122279,00135,FABRIC BLUE DECORATION,3,2010-01-22 03:42:58,2.55,10677,France
C117234,X0170,GLASS IVORY SIGN,6,2010-01-22 03:49:21,4.59,11386,United Kingdom
C114402,N0127,METAL  BUNTING,1,2010-01-22 05:47:38,6.85,10012,United Kingdom
C123115,L0046,MINI IVORY STORAGE,1,2010-01-22 05:49:10,6.92,11870,United Kingdom
C103742,Y0047,WOODEN RED FRAME,1,2010-01-22 06:12:32,7.02,10420,Portugal
C106362,00339,PAPER  FRAME,1,2010-01-22 06:12:37,1.53,11465,United Kingdom
C111429,D0362,JUMBO WHITE HEART,1,2010-01-22 06:22:51,2.76,10778,United Kingdom
C114686,Q0332,CERAMIC  HEART,1,2010-01-22 07:09:24,4.63,11222,United Kingdom
